SP-01,8,7,8,7,6,7,8,6,6,7,5,3,5,7,6,7,9,10
SP-02,6,6,7,8,7,7,6,9,9,7,8,7,8,8,6,7,8,7
SP-03,5,6,7,5,6,7,7,8,9,8,9,10,9,9,4,3,3,6
SP-04,7,7,7,7,6,7,6,5,5,7,7,8,7,6,9,9,10,9
SP-05,6,5,4,5,6,8,7,6,7,6,7,8,9,9,7,7,5,5
SP-06,5,6,5,7,6,7,6,7,6,7,7,8,6,7,6,6,5,7
SP-07,4,5,5,4,5,3,2,2,3,3,3,4,5,7,24,25,24,25
SP-08,3,4,5,3,5,7,7,7,8,6,3,2,4,2,3
SP-09,5,5,5,4,5,2,2,3,2,3,5,6,24,20,21,18
SP-10,22,19,20,24,20,19,25,24,24,19,22,26
SP-11,5,3,3,3,2,2,3,4,3,2,7,26,23,21,24
SP-12,2,3,3,2,2,2,2,3,4,5,5,23,19,20
SP-13,4,5,4,6,6,8,9,10,7,3,2,2,3,4,3
SP-14,4,3,4,3,4,4,3,2,3,3,5,3,2,8,25,22,25,25
SP-15,3,5,5,3,3,3,4,5,5,7,5,6,13,23,23,22
SP-16,3,3,4,5,7,8,7,4,3,2,4,3,3,5
SP-17,4,5,5,4,5,3,2,2,3,3,3,4,5,7,9,9,9,10
SP-18,3,3,3,4,2,3,2,3,3,2,2,2,2,3,4,5,5,23,25,24
SP-19,4,3,4,3,4,4,3,2,3,3,5,3,2,8,7,19,24,25
SP-20,3,2,4,3,3,3,4,5,5,7,5,6,13,24,23,22,28,25,25,22,26,25,22,27,27,32
SP-21,3,4,5,3,2,2,3,4,3,3,5,5,6,7,6,23,21,22,23,24,21,21,26,26,23,26,24,22,26
SP-22,3,3,3,4,4,2,3,2,2,3,2,2,2,2,3,4,5,5,24,22,26
SP-23,4,5,5,4,5,3,2,2,3,3,3,4,5,7,24,25,24,25
SP-24,2,2,3,3,3,4,4,5,2,4,5,6,5,9,11,14,18,24,24
SP-25,5,3,3,3,3,2,3,4,3,2,7,26,23,21,24
SP-26,2,3,3,4,4,5,2,4,5,6,5,9,11,14,18
SP-27,5,5,5,5,5,3,2,2,3,3,3,4,5,7,24,25,24,24
SP-28,2,3,2,2,2,2,2,3,3,2,4,3,5,15,14,10,14
SP-29,4,7,5,8,10,14,13,14,8,4,5,4,6,6,6,3,7,9,7,9,13,17,20
SP-30,4,3,5,4,5,7,4,3,4,8,13,15,17,10,39,21,19
SP-31,2,5,8,10,13,14,14,8,3,5,4,6,7,7,3,7,9,5,13,17,20,24
SP-32,3,3,3,4,4,2,3,2,2,3,2,2,2,2,3,4,5,5,24,22,26
SP-33,2,4,3,5,6,6,9,9,13,16,11,35,38,22,20,18
SP-34,2,2,3,3,7,6,3,4,4,5,2,4,5,6,5,9,11,14,18,24,24
SP-35,2,2,4,4,5,3,5,7,5,7,5,16,12,14,30,40,22,23
SP-36,3,4,3,5,7,7,9,8,13,16,12,14,26,39,26,23
SP-37,4,2,4,3,2,4,5,5,4,6,6,6,3,7,9,18,22,20,20,18
SP-38,5,5,5,5,2,2,3,3,5,4,6,5,5,3,4,5,4,8,12,21,26
SP-39,4,2,4,3,2,4,5,5,4,6,6,6,3,7,9,5,15,20,25
